"id","estimate","inCI","width"
2608,0.618129728807538,1,0.887583451589122
2609,0,NA,NA
2610,0.288820848474876,1,0.78258089543646
2611,0.562570644348652,1,0.87715027508927
2612,0.755696451026,1,0.908534942151426
2613,0.600450277615467,1,0.884363810695984
2614,0.520244073174628,1,0.867987312399322
2615,0.142329324847983,1,0.668759086568026
2616,0.288820848474876,1,0.78258089543646
2617,0.412881794087257,1,0.837980543371435
2618,0.443734309561379,1,0.847819644869929
2619,0.37795945018843,1,0.82512758801906
2620,0.618129728807538,1,0.887583451589122
2621,0.337449925219857,1,0.807852930711235
2622,0.142329324847983,1,0.668759086568026
2623,0.667450584463582,1,0.895656496314342
2624,0.142329324847983,1,0.668759086568026
2625,0.520244073174628,1,0.867987312399322
2626,0.520244073174628,1,0.867987312399322
2627,0.68292509331994,1,0.898039734914089
2628,0.142329324847983,1,0.668759086568026
2629,0.542063830278199,1,0.872870977555401
2630,0.755696451026,1,0.908534942151426
2631,0,NA,NA
2632,0.412881794087257,1,0.837980543371435
2633,0.142329324847983,1,0.668759086568026
2634,0.227324026022207,1,0.741298396511465
2635,0.496839111679469,1,0.86236919223216
2636,0.412881794087257,1,0.837980543371435
2637,0.542063830278199,1,0.872870977555401
2638,0.142329324847983,1,0.668759086568026
2639,0.581976416231046,1,0.880985940015887
2640,0.471496888843939,1,0.855777535307131
2641,0.443734309561379,1,0.847819644869929
2642,0.667450584463582,1,0.895656496314342
2643,0.542063830278199,1,0.872870977555401
2644,0.337449925219857,1,0.807852930711235
2645,0.651541659749594,1,0.893169979546346
2646,0.142329324847983,1,0.668759086568026
2647,0.142329324847983,1,0.668759086568026
2648,0.581976416231046,1,0.880985940015887
2649,0.496839111679469,1,0.86236919223216
2650,0.562570644348652,1,0.87715027508927
2651,0.542063830278199,1,0.872870977555401
2652,0.68292509331994,1,0.898039734914089
2653,0.520244073174628,1,0.867987312399322
2654,0,NA,NA
2655,0.520244073174628,1,0.867987312399322
2656,0.227324026022207,1,0.741298396511465
2657,0.412881794087257,1,0.837980543371435
2658,0.288820848474876,1,0.78258089543646
2659,0.288820848474876,1,0.78258089543646
2660,0,NA,NA
2661,0.142329324847983,1,0.668759086568026
2662,0.68292509331994,1,0.898039734914089
2663,0.542063830278199,1,0.872870977555401
2664,0.288820848474876,1,0.78258089543646
2665,0.562570644348652,1,0.87715027508927
2666,0.471496888843939,1,0.855777535307131
2667,0.667450584463582,1,0.895656496314342
2668,0,NA,NA
2669,0.797218325678337,1,0.914140064443609
2670,0.142329324847983,1,0.668759086568026
2671,0.542063830278199,1,0.872870977555401
2672,0.412881794087257,1,0.837980543371435
2673,0.667450584463582,1,0.895656496314342
2674,0.600450277615467,1,0.884363810695984
2675,0.542063830278199,1,0.872870977555401
2676,0.769641430027177,1,0.91039221263551
2677,0.142329324847983,1,0.668759086568026
2678,0.471496888843939,1,0.855777535307131
2679,0.520244073174628,1,0.867987312399322
2680,0.562570644348652,1,0.87715027508927
2681,0.37795945018843,1,0.82512758801906
2682,0.542063830278199,1,0.872870977555401
2683,0.37795945018843,1,0.82512758801906
2684,0.635128409804321,1,0.890422270698761
2685,0.600450277615467,1,0.884363810695984
2686,0.68292509331994,1,0.898039734914089
2687,0,NA,NA
2688,0.727318274018402,1,0.904556493652127
2689,0.142329324847983,1,0.668759086568026
2690,0.288820848474876,1,0.78258089543646
2691,0.227324026022207,1,0.741298396511465
2692,0.520244073174628,1,0.867987312399322
2693,0,NA,NA
2694,0.227324026022207,1,0.741298396511465
2695,0.37795945018843,1,0.82512758801906
2696,0.142329324847983,1,0.668759086568026
2697,0.337449925219857,1,0.807852930711235
2698,0.227324026022207,1,0.741298396511465
2699,0.443734309561379,1,0.847819644869929
2700,0.227324026022207,1,0.741298396511465
2701,0.337449925219857,1,0.807852930711235
2702,0.520244073174628,1,0.867987312399322
2703,0.337449925219857,1,0.807852930711235
2704,0.412881794087257,1,0.837980543371435
2705,0.618129728807538,1,0.887583451589122
2706,0.227324026022207,1,0.741298396511465
2707,0.741601094112166,1,0.906578353021278
2708,0,NA,NA
2709,0.142329324847983,1,0.668759086568026
2710,0.412881794087257,1,0.837980543371435
2711,0.520244073174628,1,0.867987312399322
2712,0.443734309561379,1,0.847819644869929
2713,0.496839111679469,1,0.86236919223216
2714,0.142329324847983,1,0.668759086568026
2715,0.288820848474876,1,0.78258089543646
2716,0.471496888843939,1,0.855777535307131
2717,0.600450277615467,1,0.884363810695984
2718,0.600450277615467,1,0.884363810695984
2719,0.471496888843939,1,0.855777535307131
2720,0.142329324847983,1,0.668759086568026
2721,0.542063830278199,1,0.872870977555401
2722,0.520244073174628,1,0.867987312399322
2723,0.562570644348652,1,0.87715027508927
2724,0.288820848474876,1,0.78258089543646
2725,0.542063830278199,1,0.872870977555401
251,0,NA,NA
252,0.520244073174628,1,0.867987312399322
253,0.142329324847983,1,0.668759086568026
254,0.227324026022207,1,0.741298396511465
255,0.288820848474876,1,0.78258089543646
256,0.227324026022207,1,0.741298396511465
257,0.337449925219857,1,0.807852930711235
258,0.542063830278199,1,0.872870977555401
259,0.443734309561379,1,0.847819644869929
260,0.727318274018402,1,0.904556493652127
261,0.142329324847983,1,0.668759086568026
262,0.227324026022207,1,0.741298396511465
263,0,NA,NA
264,0.37795945018843,1,0.82512758801906
265,0.542063830278199,1,0.872870977555401
266,0.443734309561379,1,0.847819644869929
267,0.288820848474876,1,0.78258089543646
268,0.412881794087257,1,0.837980543371435
269,0.37795945018843,1,0.82512758801906
270,0,NA,NA
271,0.37795945018843,1,0.82512758801906
272,0.651541659749594,1,0.893169979546346
273,0.471496888843939,1,0.855777535307131
274,0.600450277615467,1,0.884363810695984
275,0.142329324847983,1,0.668759086568026
2726,0.471496888843939,1,0.855777535307131
2727,0.37795945018843,1,0.82512758801906
2728,0.227324026022207,1,0.741298396511465
2729,0.496839111679469,1,0.86236919223216
2730,0.922512594062033,1,0.930862174976948
2731,0.810915609995883,1,0.915951251587486
2732,0.142329324847983,1,0.668759086568026
2733,0.727318274018402,1,0.904556493652127
2734,0.68292509331994,1,0.898039734914089
2735,0.443734309561379,1,0.847819644869929
2736,0.471496888843939,1,0.855777535307131
2737,0.142329324847983,1,0.668759086568026
2738,0.542063830278199,1,0.872870977555401
2739,0.37795945018843,1,0.82512758801906
2740,0.443734309561379,1,0.847819644869929
2741,0,NA,NA
2742,0.496839111679469,1,0.86236919223216
2743,0.227324026022207,1,0.741298396511465
2744,0.443734309561379,1,0.847819644869929
2745,0.635128409804321,1,0.890422270698761
2746,0.651541659749594,1,0.893169979546346
2747,0.142329324847983,1,0.668759086568026
2748,0.37795945018843,1,0.82512758801906
2749,0.288820848474876,1,0.78258089543646
2750,0.288820848474876,1,0.78258089543646
2751,0.496839111679469,1,0.86236919223216
2752,0.443734309561379,1,0.847819644869929
2753,0.471496888843939,1,0.855777535307131
2754,0.37795945018843,1,0.82512758801906
2755,0.562570644348652,1,0.87715027508927
2756,0.337449925219857,1,0.807852930711235
2757,0.142329324847983,1,0.668759086568026
2758,0.142329324847983,1,0.668759086568026
2759,0.496839111679469,1,0.86236919223216
2760,0.37795945018843,1,0.82512758801906
2761,0.142329324847983,1,0.668759086568026
2762,0.90805248290031,1,0.928900411130001
2763,0.288820848474876,1,0.78258089543646
2764,0.520244073174628,1,0.867987312399322
2765,0.227324026022207,1,0.741298396511465
2766,0.542063830278199,1,0.872870977555401
2767,0.337449925219857,1,0.807852930711235
2768,0.581976416231046,1,0.880985940015887
2769,0.769641430027177,1,0.91039221263551
2770,0.337449925219857,1,0.807852930711235
2771,0,NA,NA
2772,0.600450277615467,1,0.884363810695984
2773,0.68292509331994,1,0.898039734914089
2774,0.337449925219857,1,0.807852930711235
2775,0.142329324847983,1,0.668759086568026
2776,0.783470965520146,1,0.912265283176751
2777,0.618129728807538,1,0.887583451589122
2778,0,NA,NA
2779,0.542063830278199,1,0.872870977555401
2780,0.581976416231046,1,0.880985940015887
2781,0.741601094112166,1,0.906578353021278
2782,0.471496888843939,1,0.855777535307131
2783,0.227324026022207,1,0.741298396511465
2784,0.667450584463582,1,0.895656496314342
2785,0.581976416231046,1,0.880985940015887
2786,0,NA,NA
2787,0.496839111679469,1,0.86236919223216
2788,0.142329324847983,1,0.668759086568026
2789,0.496839111679469,1,0.86236919223216
2790,0.600450277615467,1,0.884363810695984
2791,0.142329324847983,1,0.668759086568026
2792,0,NA,NA
2793,0.337449925219857,1,0.807852930711235
2794,0.542063830278199,1,0.872870977555401
2795,0.443734309561379,1,0.847819644869929
2796,0.471496888843939,1,0.855777535307131
2797,0.288820848474876,1,0.78258089543646
2798,0.520244073174628,1,0.867987312399322
2799,0.496839111679469,1,0.86236919223216
2800,0.581976416231046,1,0.880985940015887
2801,0.471496888843939,1,0.855777535307131
2802,0.443734309561379,1,0.847819644869929
2803,0.667450584463582,1,0.895656496314342
2804,0.635128409804321,1,0.890422270698761
2805,0.562570644348652,1,0.87715027508927
2806,0.581976416231046,1,0.880985940015887
2807,0.337449925219857,1,0.807852930711235
2808,0,NA,NA
2809,0.496839111679469,1,0.86236919223216
2810,0.635128409804321,1,0.890422270698761
2811,0,NA,NA
2812,0.667450584463582,1,0.895656496314342
2813,0.227324026022207,1,0.741298396511465
2814,0.562570644348652,1,0.87715027508927
2815,0,NA,NA
2816,0.618129728807538,1,0.887583451589122
2817,0.542063830278199,1,0.872870977555401
2818,0,NA,NA
2819,0.337449925219857,1,0.807852930711235
2820,0.142329324847983,1,0.668759086568026
2821,0.443734309561379,1,0.847819644869929
2822,0.337449925219857,1,0.807852930711235
2823,0.581976416231046,1,0.880985940015887
2824,0.227324026022207,1,0.741298396511465
2825,0,NA,NA
2826,0.443734309561379,1,0.847819644869929
2827,0.618129728807538,1,0.887583451589122
2828,0,NA,NA
2829,0.337449925219857,1,0.807852930711235
2830,0.142329324847983,1,0.668759086568026
2831,0.712807857628347,1,0.902451036947999
2832,0.471496888843939,1,0.855777535307131
2833,0,NA,NA
2834,0.142329324847983,1,0.668759086568026
2835,0,NA,NA
2836,0,NA,NA
2837,0.496839111679469,1,0.86236919223216
2838,0.727318274018402,1,0.904556493652127
2839,0.824594218559529,1,0.917733272595946
2840,0.542063830278199,1,0.872870977555401
2841,0.142329324847983,1,0.668759086568026
2842,0.412881794087257,1,0.837980543371435
2843,0.600450277615467,1,0.884363810695984
2844,0.142329324847983,1,0.668759086568026
2845,0.142329324847983,1,0.668759086568026
2846,0.471496888843939,1,0.855777535307131
2847,0.288820848474876,1,0.78258089543646
2848,0.68292509331994,1,0.898039734914089
2849,0.600450277615467,1,0.884363810695984
2850,0.37795945018843,1,0.82512758801906
2851,0,NA,NA
2852,0.227324026022207,1,0.741298396511465
2853,0.412881794087257,1,0.837980543371435
2854,0.698026209340726,1,0.900354515357594
2855,0.288820848474876,1,0.78258089543646
2856,0.142329324847983,1,0.668759086568026
2857,0,NA,NA
2858,0.412881794087257,1,0.837980543371435
2859,0.520244073174628,1,0.867987312399322
2860,0.288820848474876,1,0.78258089543646
2861,0.520244073174628,1,0.867987312399322
2862,0.412881794087257,1,0.837980543371435
2863,0.667450584463582,1,0.895656496314342
2864,0.443734309561379,1,0.847819644869929
2865,0.635128409804321,1,0.890422270698761
2866,0.635128409804321,1,0.890422270698761
2867,0.337449925219857,1,0.807852930711235
2868,0.542063830278199,1,0.872870977555401
2869,0.542063830278199,1,0.872870977555401
2870,0.142329324847983,1,0.668759086568026
2871,0.471496888843939,1,0.855777535307131
2872,0.520244073174628,1,0.867987312399322
2873,0.520244073174628,1,0.867987312399322
2874,0.600450277615467,1,0.884363810695984
2875,0,NA,NA
2876,0.337449925219857,1,0.807852930711235
2877,0.337449925219857,1,0.807852930711235
2878,0.288820848474876,1,0.78258089543646
2879,0.542063830278199,1,0.872870977555401
2880,0.443734309561379,1,0.847819644869929
2881,0.142329324847983,1,0.668759086568026
2882,0.412881794087257,1,0.837980543371435
2883,0.68292509331994,1,0.898039734914089
2884,0.142329324847983,1,0.668759086568026
2885,0.142329324847983,1,0.668759086568026
2886,0.288820848474876,1,0.78258089543646
2887,0.227324026022207,1,0.741298396511465
2888,0.865830493786828,1,0.923252653352253
2889,0.142329324847983,1,0.668759086568026
2890,0.562570644348652,1,0.87715027508927
2891,0.37795945018843,1,0.82512758801906
2892,0.769641430027177,1,0.91039221263551
2893,0.227324026022207,1,0.741298396511465
2894,0.412881794087257,1,0.837980543371435
2895,0.37795945018843,1,0.82512758801906
2896,0.471496888843939,1,0.855777535307131
2897,0.496839111679469,1,0.86236919223216
2898,0.618129728807538,1,0.887583451589122
2899,0.496839111679469,1,0.86236919223216
2900,0.542063830278199,1,0.872870977555401
2901,0.520244073174628,1,0.867987312399322
2902,0.600450277615467,1,0.884363810695984
2903,0.443734309561379,1,0.847819644869929
2904,0.520244073174628,1,0.867987312399322
2905,0.797218325678337,1,0.914140064443609
2906,0.227324026022207,1,0.741298396511465
2907,0.520244073174628,1,0.867987312399322
2908,0.471496888843939,1,0.855777535307131
2909,0.142329324847983,1,0.668759086568026
2910,0.600450277615467,1,0.884363810695984
2911,0.412881794087257,1,0.837980543371435
2912,0.37795945018843,1,0.82512758801906
2913,0.496839111679469,1,0.86236919223216
2914,0.783470965520146,1,0.912265283176751
2915,0.37795945018843,1,0.82512758801906
2916,0.288820848474876,1,0.78258089543646
2917,0.142329324847983,1,0.668759086568026
2918,0.727318274018402,1,0.904556493652127
2919,0.741601094112166,1,0.906578353021278
2920,0.412881794087257,1,0.837980543371435
2921,0.600450277615467,1,0.884363810695984
2922,0.712807857628347,1,0.902451036947999
2923,0.496839111679469,1,0.86236919223216
2924,0.651541659749594,1,0.893169979546346
2925,0.37795945018843,1,0.82512758801906
2926,0.496839111679469,1,0.86236919223216
2927,0.288820848474876,1,0.78258089543646
2928,0.337449925219857,1,0.807852930711235
2929,0.443734309561379,1,0.847819644869929
2930,0.337449925219857,1,0.807852930711235
2931,0.37795945018843,1,0.82512758801906
2932,0.667450584463582,1,0.895656496314342
2933,0.520244073174628,1,0.867987312399322
2934,0.443734309561379,1,0.847819644869929
2935,0.288820848474876,1,0.78258089543646
2936,0.142329324847983,1,0.668759086568026
2937,0.562570644348652,1,0.87715027508927
2938,0.142329324847983,1,0.668759086568026
2939,0,NA,NA
2940,0.412881794087257,1,0.837980543371435
2941,0.37795945018843,1,0.82512758801906
2942,0.412881794087257,1,0.837980543371435
2943,0.337449925219857,1,0.807852930711235
2944,0,NA,NA
2945,0.618129728807538,1,0.887583451589122
2946,0.542063830278199,1,0.872870977555401
2947,0.443734309561379,1,0.847819644869929
2948,0.142329324847983,1,0.668759086568026
2949,0.227324026022207,1,0.741298396511465
2950,0.288820848474876,1,0.78258089543646
2951,0.520244073174628,1,0.867987312399322
2952,0.496839111679469,1,0.86236919223216
2953,0.337449925219857,1,0.807852930711235
2954,0.443734309561379,1,0.847819644869929
2955,0.412881794087257,1,0.837980543371435
2956,0.412881794087257,1,0.837980543371435
2957,0.520244073174628,1,0.867987312399322
2958,0.471496888843939,1,0.855777535307131
2959,0.142329324847983,1,0.668759086568026
2960,0.142329324847983,1,0.668759086568026
2961,0.412881794087257,1,0.837980543371435
2962,0.651541659749594,1,0.893169979546346
2963,0.412881794087257,1,0.837980543371435
2964,0.68292509331994,1,0.898039734914089
2965,0.865830493786828,1,0.923252653352253
2966,0.741601094112166,1,0.906578353021278
2967,0,NA,NA
2968,0.865830493786828,1,0.923252653352253
2969,0.412881794087257,1,0.837980543371435
2970,0.651541659749594,1,0.893169979546346
2971,0.227324026022207,1,0.741298396511465
2972,0.68292509331994,1,0.898039734914089
2973,0.520244073174628,1,0.867987312399322
2974,0.797218325678337,1,0.914140064443609
2975,0.412881794087257,1,0.837980543371435
276,0.741601094112166,1,0.906578353021278
277,0.520244073174628,1,0.867987312399322
278,0.227324026022207,1,0.741298396511465
279,0,NA,NA
280,0,NA,NA
281,0.288820848474876,1,0.78258089543646
282,0,NA,NA
283,0.288820848474876,1,0.78258089543646
284,0.755696451026,1,0.908534942151426
285,0.651541659749594,1,0.893169979546346
286,0.824594218559529,1,0.917733272595946
287,0.727318274018402,1,0.904556493652127
288,0.471496888843939,1,0.855777535307131
289,0.471496888843939,1,0.855777535307131
290,0.37795945018843,1,0.82512758801906
291,0.68292509331994,1,0.898039734914089
292,0.618129728807538,1,0.887583451589122
293,0.337449925219857,1,0.807852930711235
294,0,NA,NA
295,0.227324026022207,1,0.741298396511465
296,0.37795945018843,1,0.82512758801906
297,0.412881794087257,1,0.837980543371435
298,0.520244073174628,1,0.867987312399322
299,0.852020089150188,1,0.92139121807225
300,0.520244073174628,1,0.867987312399322
2976,0.520244073174628,1,0.867987312399322
2977,0.142329324847983,1,0.668759086568026
2978,0.562570644348652,1,0.87715027508927
2979,0.769641430027177,1,0.91039221263551
2980,0.412881794087257,1,0.837980543371435
2981,0.227324026022207,1,0.741298396511465
2982,0.142329324847983,1,0.668759086568026
2983,0.651541659749594,1,0.893169979546346
2984,0.288820848474876,1,0.78258089543646
2985,0.471496888843939,1,0.855777535307131
2986,0.142329324847983,1,0.668759086568026
2987,0.227324026022207,1,0.741298396511465
2988,0.443734309561379,1,0.847819644869929
2989,0.727318274018402,1,0.904556493652127
2990,0.288820848474876,1,0.78258089543646
2991,0.562570644348652,1,0.87715027508927
2992,0.227324026022207,1,0.741298396511465
2993,0.741601094112166,1,0.906578353021278
2994,0.600450277615467,1,0.884363810695984
2995,0.337449925219857,1,0.807852930711235
2996,0.635128409804321,1,0.890422270698761
2997,0.769641430027177,1,0.91039221263551
2998,0.769641430027177,1,0.91039221263551
2999,0.288820848474876,1,0.78258089543646
3000,0.227324026022207,1,0.741298396511465
3001,0.651541659749594,1,0.893169979546346
3002,0.37795945018843,1,0.82512758801906
3003,0.288820848474876,1,0.78258089543646
3004,0.635128409804321,1,0.890422270698761
3005,0.142329324847983,1,0.668759086568026
3006,0.37795945018843,1,0.82512758801906
3007,0.142329324847983,1,0.668759086568026
3008,0,NA,NA
3009,0,NA,NA
3010,0.562570644348652,1,0.87715027508927
3011,0.412881794087257,1,0.837980543371435
3012,0.227324026022207,1,0.741298396511465
3013,0.879749425165085,1,0.925033953074725
3014,0.520244073174628,1,0.867987312399322
3015,0.562570644348652,1,0.87715027508927
3016,0.288820848474876,1,0.78258089543646
3017,0.288820848474876,1,0.78258089543646
3018,0.37795945018843,1,0.82512758801906
3019,0.68292509331994,1,0.898039734914089
3020,0,NA,NA
3021,0.337449925219857,1,0.807852930711235
3022,0.755696451026,1,0.908534942151426
3023,0,NA,NA
3024,0.337449925219857,1,0.807852930711235
3025,0.227324026022207,1,0.741298396511465
3026,0.227324026022207,1,0.741298396511465
3027,0.712807857628347,1,0.902451036947999
3028,0.288820848474876,1,0.78258089543646
3029,0.443734309561379,1,0.847819644869929
3030,0.542063830278199,1,0.872870977555401
3031,0.651541659749594,1,0.893169979546346
3032,0.37795945018843,1,0.82512758801906
3033,0.37795945018843,1,0.82512758801906
3034,0.337449925219857,1,0.807852930711235
3035,0.520244073174628,1,0.867987312399322
3036,0.337449925219857,1,0.807852930711235
3037,0,NA,NA
3038,0.337449925219857,1,0.807852930711235
3039,0.581976416231046,1,0.880985940015887
3040,0.227324026022207,1,0.741298396511465
3041,0.142329324847983,1,0.668759086568026
3042,0.337449925219857,1,0.807852930711235
3043,0.412881794087257,1,0.837980543371435
3044,0.337449925219857,1,0.807852930711235
3045,0.227324026022207,1,0.741298396511465
3046,0.227324026022207,1,0.741298396511465
3047,0.412881794087257,1,0.837980543371435
3048,0.618129728807538,1,0.887583451589122
3049,0.698026209340726,1,0.900354515357594
3050,0.412881794087257,1,0.837980543371435
3051,0.443734309561379,1,0.847819644869929
3052,0.520244073174628,1,0.867987312399322
3053,0.651541659749594,1,0.893169979546346
3054,0.635128409804321,1,0.890422270698761
3055,0,NA,NA
3056,0.755696451026,1,0.908534942151426
3057,0.288820848474876,1,0.78258089543646
3058,0.651541659749594,1,0.893169979546346
3059,0.635128409804321,1,0.890422270698761
3060,0.542063830278199,1,0.872870977555401
3061,0.496839111679469,1,0.86236919223216
3062,0.412881794087257,1,0.837980543371435
3063,0.412881794087257,1,0.837980543371435
3064,0.727318274018402,1,0.904556493652127
3065,0.635128409804321,1,0.890422270698761
3066,0.288820848474876,1,0.78258089543646
3067,0.142329324847983,1,0.668759086568026
3068,0.443734309561379,1,0.847819644869929
3069,0.142329324847983,1,0.668759086568026
3070,0.471496888843939,1,0.855777535307131
3071,0,NA,NA
